1	32601	38185	+	0.3777	172	0.0046	166	Zm00021ab000010	gbM
1	39152	44731	-	0.4180	104	0.0313	167	Zm00021ab000020	gbM
1	97152	97537	+	0.5315	12	0.0000	21	Zm00021ab000040	ambiguous
1	100826	101813	-	0.8805	60	0.6858	66	Zm00021ab000050	teM
1	109168	109528	+	0.0000	8	0.0000	35	Zm00021ab000070	ambiguous
1	174600	176014	-	0.9220	46	0.7027	48	Zm00021ab000090	teM
1	184678	186979	-	0.7228	30	0.0017	50	Zm00021ab000100	ambiguous
1	189497	190330	-	0.0000	4	NA	0	Zm00021ab000110	ambiguous
1	310004	311728	+	0.0000	39	0.0065	32	Zm00021ab000140	ambiguous
1	317558	320332	+	0.1695	120	0.0502	151	Zm00021ab000160	ambiguous
1	539003	540761	+	0.0014	204	0.0013	143	Zm00021ab000190	UM
1	539046	552650	-	0.3451	98	0.0032	99	Zm00021ab000200	gbM
1	667834	668679	+	0.0000	102	0.0000	78	Zm00021ab000210	UM
1	667834	695782	-	0.4075	331	0.0417	523	Zm00021ab000220	gbM
1	842554	858268	-	0.8445	34	0.7060	68	Zm00021ab000230	ambiguous
1	990996	1002207	+	0.3311	224	0.0136	325	Zm00021ab000240	gbM
1	1005978	1009729	+	0.4151	60	0.0118	80	Zm00021ab000250	gbM
1	1010243	1014049	+	0.0842	129	0.0020	193	Zm00021ab000260	ambiguous
1	1013050	1016001	-	0.0097	218	0.0000	141	Zm00021ab000270	UM
1	1022998	1023280	+	0.8832	56	0.7688	27	Zm00021ab000280	ambiguous
1	1174332	1178537	+	0.7454	86	0.4906	36	Zm00021ab000300	ambiguous
1	1189655	1198215	-	0.9068	73	0.2492	67	Zm00021ab000310	ambiguous
1	1205540	1210105	-	0.1985	128	0.0008	149	Zm00021ab000320	ambiguous
1	1210115	1214924	-	0.2222	304	0.0017	261	Zm00021ab000330	gbM
1	1470950	1511790	+	0.6996	307	0.0109	677	Zm00021ab000340	gbM
1	1526008	1526695	+	NA	0	NA	0	Zm00021ab000350	ambiguous
1	1588899	1590188	-	0.0000	178	0.0022	124	Zm00021ab000360	UM
1	1694211	1695690	+	0.0031	192	0.0008	152	Zm00021ab000370	UM
1	1809124	1811642	+	0.0006	426	0.0009	298	Zm00021ab000380	UM
1	1917037	1919980	+	0.0010	682	0.0000	423	Zm00021ab000390	UM
1	1918472	1920044	-	NA	0	NA	0	Zm00021ab000400	ambiguous
1	1920278	1921043	+	0.9364	146	0.6515	71	Zm00021ab000410	teM
1	1922443	1926328	+	0.9165	50	0.7866	56	Zm00021ab000420	teM
1	1929636	1932093	-	0.8656	294	0.6639	179	Zm00021ab000430	teM
1	1936959	1939084	-	0.0000	138	0.0000	54	Zm00021ab000440	UM
1	2014020	2014527	+	0.8667	42	0.6200	23	Zm00021ab000450	ambiguous
1	2019916	2020902	+	0.0010	111	0.0010	111	Zm00021ab000460	UM
1	2019927	2020714	-	NA	0	NA	0	Zm00021ab000470	ambiguous
1	2023910	2024807	-	0.0000	100	0.0000	69	Zm00021ab000480	UM
1	2091969	2094012	+	0.0009	390	0.0000	227	Zm00021ab000490	UM
1	2098067	2098631	-	0.0000	10	0.0000	18	Zm00021ab000500	ambiguous
1	2099401	2106393	-	0.4857	168	0.0116	210	Zm00021ab000510	gbM
1	2106745	2107630	+	0.8866	87	0.7018	35	Zm00021ab000520	ambiguous
1	2157377	2157581	+	0.9140	46	0.7153	33	Zm00021ab000530	ambiguous
1	2182989	2184900	+	0.0007	274	0.0015	176	Zm00021ab000540	UM
1	2187051	2191294	-	0.8253	172	0.0024	232	Zm00021ab000550	gbM
1	2241364	2243705	-	0.0021	248	0.0007	131	Zm00021ab000560	UM
1	2244487	2258439	-	0.7579	282	0.0052	590	Zm00021ab000570	gbM
1	2328660	2335018	-	0.1598	78	0.0047	172	Zm00021ab000590	ambiguous
1	2329927	2330618	+	NA	0	NA	0	Zm00021ab000600	ambiguous
1	2378463	2383137	-	0.8393	48	0.0040	90	Zm00021ab000610	gbM
1	2384592	2387648	-	0.8655	112	0.7276	78	Zm00021ab000620	teM
1	2391775	2396684	+	0.4513	139	0.0020	246	Zm00021ab000630	gbM
1	2489666	2491554	-	0.0003	288	0.0014	213	Zm00021ab000640	UM
1	2601013	2608740	+	0.7272	184	0.0037	413	Zm00021ab000650	gbM
1	2640098	2642530	-	0.0084	172	0.0000	204	Zm00021ab000660	UM
1	2684067	2691316	-	0.2807	98	0.0041	135	Zm00021ab000670	gbM
1	2723419	2726187	+	0.2531	240	0.1065	176	Zm00021ab000680	ambiguous
1	2765315	2765684	-	0.9160	60	0.7007	26	Zm00021ab000690	ambiguous
1	2766390	2772985	+	0.1260	184	0.0012	224	Zm00021ab000700	ambiguous
1	2773329	2774793	-	0.0015	206	0.0000	151	Zm00021ab000710	UM
1	2782810	2784907	+	0.1498	72	0.0019	90	Zm00021ab000720	ambiguous
1	2785729	2786982	-	0.0010	118	0.0000	56	Zm00021ab000730	UM
1	2820588	2827804	+	0.3466	181	0.0037	276	Zm00021ab000740	gbM
1	2828365	2831259	-	0.4713	26	0.0059	65	Zm00021ab000750	ambiguous
1	2866815	2873308	+	0.3181	86	0.0017	114	Zm00021ab000760	gbM
1	2873504	2883699	-	0.0726	302	0.0048	238	Zm00021ab000770	ambiguous
1	2877000	2877706	-	NA	0	NA	0	Zm00021ab000780	ambiguous
1	2878030	2887233	+	0.6608	76	0.0041	100	Zm00021ab000790	gbM
1	2919985	2923280	+	0.0005	522	0.0007	322	Zm00021ab000800	UM
1	2960943	2961927	+	0.0000	154	0.0000	74	Zm00021ab000810	UM
1	2971322	2979315	+	0.5631	171	0.0016	209	Zm00021ab000830	gbM
1	2981610	2984894	+	0.0018	168	0.0023	117	Zm00021ab000840	UM
1	2984027	3004701	-	0.6882	72	0.0455	135	Zm00021ab000850	gbM
1	3051078	3082459	+	0.5185	98	0.0074	181	Zm00021ab000860	gbM
1	3101900	3103525	+	0.0022	96	0.0000	71	Zm00021ab000870	UM
1	3154569	3173309	+	0.5338	157	0.0289	306	Zm00021ab000890	gbM
1	3174518	3185906	+	0.6904	196	0.0032	516	Zm00021ab000900	gbM
1	3272670	3277054	-	0.0052	656	0.0007	428	Zm00021ab000910	UM
1	3309279	3316161	+	0.1438	279	0.0160	337	Zm00021ab000920	ambiguous
1	3316474	3317482	+	0.0014	243	0.0000	107	Zm00021ab000940	UM
1	3317784	3319234	-	0.0012	92	0.0000	72	Zm00021ab000950	UM
1	3370497	3386362	+	0.5063	143	0.0161	232	Zm00021ab000960	gbM
1	3386806	3388780	-	0.0004	492	0.0004	250	Zm00021ab000970	UM
1	3390586	3391842	-	0.4860	52	0.0065	37	Zm00021ab000980	ambiguous
1	3465554	3467446	+	0.1747	234	0.0009	202	Zm00021ab000990	ambiguous
1	3468211	3471811	+	0.2371	136	0.0039	136	Zm00021ab001000	gbM
1	3474426	3475408	-	0.0000	196	0.0016	97	Zm00021ab001010	UM
1	3476524	3477613	+	0.0042	169	0.0036	111	Zm00021ab001020	UM
1	3477918	3482913	-	0.2381	374	0.0030	355	Zm00021ab001030	gbM
1	3524010	3527041	+	0.0232	388	0.0031	232	Zm00021ab001040	UM
1	3526135	3528874	-	0.0051	259	0.0080	210	Zm00021ab001050	UM
1	3553683	3558233	+	0.3760	234	0.0036	268	Zm00021ab001060	gbM
1	3560401	3563360	+	0.2562	61	0.0169	80	Zm00021ab001070	gbM
1	3566744	3568788	-	0.0011	332	0.0012	189	Zm00021ab001080	UM
1	3628377	3633349	+	0.1066	135	0.0007	155	Zm00021ab001090	ambiguous
1	3651782	3652313	+	0.8824	22	0.5814	18	Zm00021ab001100	ambiguous
1	3735387	3745577	-	0.1882	221	0.0560	183	Zm00021ab001110	ambiguous
1	3741564	3741862	-	NA	0	NA	0	Zm00021ab001120	ambiguous
1	3811511	3814364	+	0.0000	206	0.0016	144	Zm00021ab001130	UM
1	3827296	3830870	+	0.0432	217	0.0017	159	Zm00021ab001140	UM
1	3830740	3833960	-	0.0019	166	0.0000	137	Zm00021ab001150	UM
1	3861781	3866932	+	0.0015	595	0.0012	385	Zm00021ab001160	UM
1	3870320	3873472	-	0.0007	180	0.0000	136	Zm00021ab001170	UM
1	3871835	3875489	+	0.7333	84	0.0023	102	Zm00021ab001180	gbM
1	3876676	3877891	+	0.0000	206	0.0000	123	Zm00021ab001190	UM
1	3907531	3911722	+	0.2754	91	0.0035	108	Zm00021ab001200	gbM
1	3911793	3913077	+	0.0000	176	0.0009	121	Zm00021ab001210	UM
1	3914789	3921746	+	0.0007	504	0.0028	285	Zm00021ab001220	UM
1	3950209	3954475	+	0.1260	222	0.0011	171	Zm00021ab001230	ambiguous
1	3997291	3998104	+	0.8967	51	0.7531	67	Zm00021ab001240	teM
1	4002408	4005994	+	0.2674	76	0.0033	95	Zm00021ab001250	gbM
1	4005990	4009543	-	0.1499	82	0.0036	104	Zm00021ab001260	ambiguous
1	4035045	4035774	+	0.0010	105	0.0018	55	Zm00021ab001270	UM
1	4037737	4050582	-	0.4335	82	0.0179	131	Zm00021ab001280	gbM
1	4113842	4118498	+	0.4014	74	0.0021	123	Zm00021ab001290	gbM
1	4118811	4121560	+	0.0664	162	0.0000	166	Zm00021ab001300	ambiguous
1	4122483	4124598	-	0.4234	78	0.0090	89	Zm00021ab001310	gbM
1	4126506	4130669	-	0.0719	322	0.0032	290	Zm00021ab001320	ambiguous
1	4149965	4150362	+	0.0030	24	0.0000	32	Zm00021ab001330	ambiguous
1	4150130	4152893	-	0.0018	654	0.0006	344	Zm00021ab001340	UM
1	4159767	4166969	-	0.0030	52	0.0000	40	Zm00021ab001350	UM
1	4255896	4329990	+	0.6308	284	0.0578	510	Zm00021ab001360	ambiguous
1	4334684	4337185	+	0.0135	250	0.0005	169	Zm00021ab001370	UM
1	4401517	4414354	+	0.0005	160	0.0000	164	Zm00021ab001380	UM
1	4464336	4466414	+	0.3509	28	0.0021	42	Zm00021ab001390	ambiguous
1	4466714	4468368	-	0.0000	16	0.0016	61	Zm00021ab001400	ambiguous
1	4489947	4494651	+	0.8516	25	0.7415	58	Zm00021ab001410	ambiguous
1	4501121	4509471	-	0.3616	136	0.0033	212	Zm00021ab001420	gbM
1	4501403	4504782	+	NA	0	NA	0	Zm00021ab001430	ambiguous
1	4571386	4575896	-	0.0724	192	0.0005	165	Zm00021ab001440	ambiguous
1	4582493	4584750	+	0.0004	262	0.0000	190	Zm00021ab001450	UM
1	4583054	4584579	-	NA	0	NA	0	Zm00021ab001460	ambiguous
1	4649406	4651651	+	0.0000	253	0.0000	163	Zm00021ab001490	UM
1	4801790	4805218	-	0.0031	286	0.0007	191	Zm00021ab001500	UM
1	4815035	4826735	-	0.3434	423	0.0043	597	Zm00021ab001510	gbM
1	4825920	4826257	+	NA	0	NA	0	Zm00021ab001520	ambiguous
1	4843884	4844634	+	0.8901	70	0.7505	85	Zm00021ab001530	teM
1	4932473	4938278	+	0.1125	118	0.0131	144	Zm00021ab001540	ambiguous
1	5021442	5024395	-	0.0028	236	0.0000	166	Zm00021ab001550	UM
1	5083002	5086950	+	0.0000	301	0.0000	163	Zm00021ab001560	UM
1	5098989	5107556	-	0.0021	102	0.0049	68	Zm00021ab001570	UM
1	5111891	5118141	-	0.0005	244	0.0000	190	Zm00021ab001580	UM
1	5174176	5189956	-	0.0446	94	0.0019	88	Zm00021ab001610	UM
1	5306321	5309337	+	0.3732	51	0.0029	76	Zm00021ab001620	gbM
1	5312899	5315414	-	0.0000	472	0.0011	271	Zm00021ab001630	UM
1	5316490	5318359	+	0.4947	130	0.0080	99	Zm00021ab001640	gbM
1	5320703	5325306	+	0.2291	280	0.0057	185	Zm00021ab001650	gbM
1	5340945	5350391	-	0.8596	143	0.6722	99	Zm00021ab001660	teM
1	5352399	5358211	+	0.0067	173	0.0126	133	Zm00021ab001670	UM
1	5405670	5407990	+	0.0020	199	0.0010	107	Zm00021ab001700	UM
1	5448981	5454799	+	0.0045	531	0.0003	357	Zm00021ab001710	UM
1	5457752	5458463	+	0.8799	152	0.6626	77	Zm00021ab001730	teM
1	5458959	5459915	+	0.8440	52	0.6338	35	Zm00021ab001740	ambiguous
1	5481510	5483250	-	0.8692	32	0.8409	41	Zm00021ab001750	ambiguous
1	5483324	5483759	+	0.8268	63	0.4466	39	Zm00021ab001760	ambiguous
1	5484074	5484998	-	0.9276	26	0.6667	26	Zm00021ab001770	ambiguous
1	5523195	5526227	+	0.0050	738	0.0043	439	Zm00021ab001780	UM
1	5599603	5608310	+	0.1728	244	0.0022	155	Zm00021ab001790	ambiguous
1	5616755	5618152	+	0.0000	225	0.0009	122	Zm00021ab001800	UM
1	5651147	5654862	+	0.0421	366	0.0015	221	Zm00021ab001810	UM
