1	59896	65512	+	0.4458	172	0.0029	164	Zm00032ab000010	gbM
1	66547	71367	-	0.4054	104	0.0095	166	Zm00032ab000020	gbM
1	133772	135640	-	0.8584	36	0.5977	37	Zm00032ab000030	ambiguous
1	136510	136888	+	0.6870	8	0.0189	35	Zm00032ab000040	ambiguous
1	199345	201339	-	0.0000	52	0.0026	55	Zm00032ab000050	UM
1	201478	203131	-	0.8654	56	0.6930	62	Zm00032ab000060	teM
1	208489	210538	-	0.8987	70	0.6810	57	Zm00032ab000070	teM
1	211948	215722	-	0.5000	16	0.0000	33	Zm00032ab000080	ambiguous
1	216767	217583	-	NA	0	NA	0	Zm00032ab000090	ambiguous
1	218607	220966	-	0.9109	18	0.7439	42	Zm00032ab000100	ambiguous
1	344552	345089	+	0.0000	55	0.0000	40	Zm00032ab000120	UM
1	352212	352671	+	0.9085	52	0.7419	47	Zm00032ab000140	teM
1	376429	377578	+	0.1667	29	0.0357	22	Zm00032ab000150	ambiguous
1	386568	387423	-	0.8726	22	0.7011	25	Zm00032ab000170	ambiguous
1	437737	443172	+	0.6643	36	0.0021	106	Zm00032ab000180	ambiguous
1	674075	683446	-	0.1463	266	0.0015	212	Zm00032ab000190	ambiguous
1	674151	675203	+	NA	0	NA	0	Zm00032ab000200	ambiguous
1	818176	819014	+	0.0362	101	0.0109	78	Zm00032ab000210	UM
1	818176	851368	-	0.4078	334	0.0602	530	Zm00032ab000220	ambiguous
1	818956	819766	+	NA	0	NA	0	Zm00032ab000230	ambiguous
1	1003805	1004647	-	0.8145	16	0.6134	26	Zm00032ab000240	ambiguous
1	1113006	1120733	+	0.3190	224	0.0020	325	Zm00032ab000250	gbM
1	1121797	1124418	+	0.4857	57	0.0017	76	Zm00032ab000260	gbM
1	1125918	1134980	+	0.1151	134	0.0026	197	Zm00032ab000270	ambiguous
1	1133959	1136865	-	0.0038	214	0.0009	138	Zm00032ab000280	UM
1	1143935	1144217	+	0.7738	43	0.6250	24	Zm00032ab000290	ambiguous
1	1159879	1161066	+	0.8806	34	0.8000	38	Zm00032ab000300	ambiguous
1	1161512	1167224	-	0.0000	12	0.0000	20	Zm00032ab000310	ambiguous
1	1286902	1291107	+	0.8203	84	0.4656	36	Zm00032ab000330	ambiguous
1	1298646	1322787	-	0.2951	108	0.0012	127	Zm00032ab000350	gbM
1	1322819	1327628	-	0.3815	272	0.0012	251	Zm00032ab000360	gbM
1	1568572	1609956	+	0.7125	307	0.0100	676	Zm00032ab000370	gbM
1	1679100	1680368	-	0.0098	174	0.0000	120	Zm00032ab000380	UM
1	1747440	1748043	+	0.9775	54	0.7302	36	Zm00032ab000390	ambiguous
1	1779111	1780629	+	0.0053	196	0.0000	154	Zm00032ab000400	UM
1	1869894	1872109	+	0.0100	419	0.0023	299	Zm00032ab000410	UM
1	1911811	1914750	+	0.0201	595	0.0005	383	Zm00032ab000420	UM
1	1912205	1914821	-	NA	0	NA	0	Zm00032ab000430	ambiguous
1	1924128	1925667	+	0.8922	32	0.6458	24	Zm00032ab000440	ambiguous
1	1974384	1976420	-	0.0085	139	0.0000	53	Zm00032ab000450	UM
1	2043111	2044031	-	1.0000	11	1.0000	13	Zm00032ab000460	ambiguous
1	2045849	2046246	-	0.9130	37	0.6957	25	Zm00032ab000470	ambiguous
1	2047641	2048056	-	0.8500	20	0.9000	10	Zm00032ab000480	ambiguous
1	2050133	2050445	+	NA	0	NA	0	Zm00032ab000490	ambiguous
1	2050656	2056580	-	0.7705	18	0.7500	13	Zm00032ab000500	ambiguous
1	2058399	2058796	-	0.9126	53	0.7089	36	Zm00032ab000510	ambiguous
1	2060191	2060606	-	1.0000	20	0.8824	14	Zm00032ab000520	ambiguous
1	2077694	2081748	-	0.8698	60	0.6796	44	Zm00032ab000540	teM
1	2096099	2096445	-	0.0274	18	0.0000	27	Zm00032ab000550	ambiguous
1	2096206	2097123	+	0.0543	76	0.0020	73	Zm00032ab000560	ambiguous
1	2096499	2097052	-	NA	0	NA	0	Zm00032ab000570	ambiguous
1	2099424	2100381	-	0.0017	100	0.0000	70	Zm00032ab000580	UM
1	2177386	2179414	+	0.0024	392	0.0008	227	Zm00032ab000590	UM
1	2184046	2191350	-	0.6301	173	0.0111	205	Zm00032ab000600	gbM
1	2191705	2204167	+	0.9437	67	0.8475	25	Zm00032ab000610	ambiguous
1	2205788	2207787	+	0.8693	76	0.7180	61	Zm00032ab000620	teM
1	2250170	2252606	+	0.0166	276	0.0016	178	Zm00032ab000630	UM
1	2254580	2258591	-	0.7839	169	0.0051	233	Zm00032ab000640	gbM
1	2310289	2312651	-	0.0311	233	0.0000	123	Zm00032ab000660	UM
1	2313432	2329107	-	0.7569	288	0.0081	595	Zm00032ab000670	gbM
1	2336451	2336869	-	0.8571	16	0.7059	17	Zm00032ab000690	ambiguous
1	2391220	2397568	-	0.0924	156	0.0055	228	Zm00032ab000700	ambiguous
1	2421214	2421868	-	0.7229	44	0.4909	57	Zm00032ab000720	teM
1	2467222	2471935	-	0.8711	50	0.0089	93	Zm00032ab000730	gbM
1	2475630	2478194	+	0.5585	36	0.0048	113	Zm00032ab000740	ambiguous
1	2568640	2570528	-	0.0148	288	0.0000	213	Zm00032ab000750	UM
1	2648836	2650024	-	0.9263	18	0.8188	29	Zm00032ab000760	ambiguous
1	2711996	2720185	+	0.7526	190	0.0018	405	Zm00032ab000770	gbM
1	2778944	2782015	-	0.0011	348	0.0000	277	Zm00032ab000780	UM
1	2801496	2808301	-	0.2717	74	0.0058	114	Zm00032ab000790	gbM
1	2837611	2840261	+	0.3214	214	0.0060	157	Zm00032ab000800	gbM
1	2843358	2844280	-	0.0022	92	0.0000	67	Zm00032ab000810	UM
1	2846594	2853187	+	0.2025	173	0.0108	211	Zm00032ab000820	gbM
1	2853610	2854897	-	0.0021	218	0.0031	158	Zm00032ab000830	UM
1	2879770	2882097	+	0.1399	66	0.0029	92	Zm00032ab000840	ambiguous
1	2882808	2884081	-	0.0000	118	0.0000	60	Zm00032ab000850	UM
1	2917410	2925724	+	0.4124	185	0.0041	275	Zm00032ab000860	gbM
1	2926017	2928843	-	0.6250	27	0.0033	64	Zm00032ab000870	ambiguous
1	2968711	2977301	+	0.4398	167	0.0595	155	Zm00032ab000880	ambiguous
1	2972450	2973211	+	NA	0	NA	0	Zm00032ab000890	ambiguous
1	2977445	2993569	-	0.1179	289	0.0171	235	Zm00032ab000900	ambiguous
1	2987286	2987968	-	NA	0	NA	0	Zm00032ab000910	ambiguous
1	2988380	2997081	+	0.2991	78	0.0222	100	Zm00032ab000920	gbM
1	2999207	3002151	+	0.0068	512	0.0018	324	Zm00032ab000930	UM
1	3041710	3042687	+	0.0017	142	0.0000	67	Zm00032ab000940	UM
1	3093707	3101683	+	0.5014	210	0.0018	224	Zm00032ab000950	gbM
1	3094130	3094599	-	NA	0	NA	0	Zm00032ab000960	ambiguous
1	3103587	3106549	+	0.0024	161	0.0000	117	Zm00032ab000970	UM
1	3105969	3115622	-	0.5276	68	0.0000	136	Zm00032ab000980	gbM
1	3164468	3197896	+	0.1916	98	0.0093	181	Zm00032ab000990	ambiguous
1	3215252	3216775	+	0.0042	96	0.0000	71	Zm00032ab001000	UM
