1	315117	315217	0.8598	6	0.7368	38 UM CG
1	327985	328085	0.2105	19	0.1556	45 UM CG
1	679855	679955	0.0000	9	0.0000	57 UM CG
1	1706475	1706575	0.0000	30	0.0000	234 UM CG
1	1807096	1807196	0.0000	2	0.0000	11 UM CG
1	1824625	1824725	0.0000	6	0.0000	50 UM CG
1	2095437	2095537	0.0000	11	0.0000	40 UM CG
1	2885778	2885878	0.0000	18	0.0000	66 UM CG
1	2925076	2925176	0.0442	6	0.0462	65 UM CG
1	2965229	2965329	0.0000	6	0.0000	21 UM CG
1	3042494	3042594	0.3125	8	0.2712	59 UM CG
1	3221505	3221605	0.0000	10	0.0000	44 UM CG
1	3369979	3370079	0.0000	13	0.0000	101 UM CG
1	3635246	3635346	0.0000	8	0.0000	26 UM CG
1	3732640	3732740	0.0000	6	0.0000	32 UM CG
1	3762637	3762737	0.0000	31	0.0000	162 UM CG
1	3787580	3787680	0.0000	14	0.0000	110 UM CG
1	3802482	3802582	0.0000	24	0.0000	254 UM CG
1	3837487	3837587	0.0000	16	0.0000	81 UM CG
1	3840514	3840614	0.0000	26	0.0000	200 UM CG
1	3962457	3962557	0.0000	7	0.0000	42 UM CG
1	4270710	4270810	0.9128	14	0.9104	67 UM CG
1	4292902	4293002	0.0000	21	0.0000	102 UM CG
1	4613727	4613827	0.0000	2	0.0000	17 UM CG
1	4844136	4844236	0.3618	17	0.3750	48 UM CG
1	5076397	5076497	NA	0	NA	0 UM CG
1	5112218	5112318	0.9474	4	0.9091	44 UM CG
1	5155977	5156077	0.0000	12	0.0000	83 UM CG
1	5281330	5281430	0.0000	8	0.0000	68 UM CG
1	5376094	5376194	0.0000	10	0.0000	35 UM CG
1	5384478	5384578	0.0268	26	0.0208	240 UM CG
1	5651675	5651775	0.0000	10	0.0000	104 UM CG
1	5769894	5769994	0.0000	20	0.0000	159 UM CG
1	5987519	5987619	0.0130	22	0.0128	156 UM CG
1	6360095	6360195	0.0000	20	0.0000	118 UM CG
1	6724473	6724573	0.0000	12	0.0000	81 UM CG
1	6750897	6750997	0.0000	14	0.0000	85 UM CG
1	7016909	7017009	0.0000	18	0.0000	159 UM CG
1	7025317	7025417	0.0000	10	0.0000	84 UM CG
1	7282295	7282395	0.0000	22	0.0000	178 UM CG
1	7329567	7329667	0.0091	22	0.0130	154 UM CG
1	7337412	7337512	0.0000	12	0.0000	115 UM CG
1	7344051	7344151	0.1870	12	0.1650	103 UM CG
1	7506882	7506982	0.0000	15	0.0000	143 UM CG
1	7990843	7990943	0.0000	12	0.0000	77 UM CG
1	8049948	8050048	0.0000	12	0.0000	112 UM CG
1	8421131	8421231	0.0000	10	0.0000	47 UM CG
1	8431868	8431968	0.0000	14	0.0000	89 UM CG
1	8487911	8488011	0.0000	16	0.0000	140 UM CG
1	8507667	8507767	0.0000	17	0.0000	37 UM CG
1	8597378	8597478	0.0000	18	0.0000	225 UM CG
1	8611497	8611597	0.0185	27	0.0121	165 UM CG
1	9048493	9048593	0.0000	8	0.0000	60 UM CG
1	9055039	9055139	0.0000	22	0.0000	237 UM CG
1	9095979	9096079	0.0000	8	0.0000	48 UM CG
1	9386786	9386886	0.0000	22	0.0000	123 UM CG
1	9423579	9423679	0.0000	18	0.0000	69 UM CG
1	9666226	9666326	0.2958	6	0.3261	46 UM CG
1	9711051	9711151	0.0000	8	0.0000	67 UM CG
1	9716858	9716958	0.0000	26	0.0000	215 UM CG
1	9770594	9770694	0.0000	22	0.0000	121 UM CG
1	10041210	10041310	0.0000	26	0.0000	153 UM CG
1	10193230	10193330	NA	0	NA	0 UM CG
1	10774421	10774521	0.0000	2	0.0000	15 UM CG
1	11075703	11075803	0.0000	12	0.0000	96 UM CG
1	11611192	11611292	0.0000	23	0.0000	174 UM CG
1	11938014	11938114	0.0000	14	0.0000	51 UM CG
