gene,pan,copy,class,duplicate
gmap_ID=chr1:196757-197116,pan_gene_1,1,Dispensable Gene,N
Zm00036ab000090,pan_gene_2,1,Near-Core Gene,N
Zm00036ab000110,pan_gene_3,1,Near-Core Gene,N
Zm00036ab000140,pan_gene_5,1,Near-Core Gene,N
Zm00036ab000160,pan_gene_7,1,Near-Core Gene,N
Zm00036ab000220,pan_gene_8,1,Core Gene,N
Zm00036ab000230,pan_gene_9,1,Core Gene,N
Zm00036ab000260,pan_gene_10,1,Core Gene,N
Zm00036ab000250,pan_gene_11,1,Core Gene,N
Zm00036ab000270,pan_gene_12,1,Core Gene,N
Zm00036ab000280,pan_gene_13,1,Core Gene,N
Zm00036ab000290,pan_gene_14,1,Core Gene,N
Zm00036ab000300,pan_gene_15,1,Core Gene,N
Zm00036ab000330,pan_gene_16,1,Core Gene,N
Zm00036ab000370,pan_gene_17,1,Core Gene,N
gmap_ID=chr1:1201387-1209518,pan_gene_18,1,Core Gene,N
Zm00036ab000380,pan_gene_19,1,Core Gene,N
Zm00036ab000390,pan_gene_20,1,Core Gene,N
Zm00036ab000400,pan_gene_21,1,Core Gene,N
Zm00036ab000410,pan_gene_23,2,Core Gene,Y
Zm00036ab000450,pan_gene_24,1,Core Gene,N
Zm00036ab000480,pan_gene_25,1,Core Gene,N
Zm00036ab000490,pan_gene_26,1,Core Gene,N
Zm00036ab000500,pan_gene_27,1,Core Gene,N
Zm00036ab000570,pan_gene_28,1,Core Gene,N
Zm00036ab000580,pan_gene_29,1,Core Gene,N
Zm00036ab000610,pan_gene_30,1,Core Gene,N
Zm00036ab000620,pan_gene_31,1,Core Gene,N
Zm00036ab000640,pan_gene_32,1,Core Gene,N
Zm00036ab000650,pan_gene_33,1,Core Gene,N
Zm00036ab000670,pan_gene_34,1,Dispensable Gene,N
Zm00036ab000680,pan_gene_35,1,Near-Core Gene,N
Zm00036ab000690,pan_gene_36,1,Core Gene,N
Zm00036ab000700,pan_gene_37,1,Dispensable Gene,N
