gene,pan,copy,class,duplicate
Zm00019ab000060,pan_gene_1,1,Dispensable Gene,N
Zm00019ab000080,pan_gene_2,1,Near-Core Gene,N
Zm00019ab000100,pan_gene_3,2,Near-Core Gene,Y
gmap_ID=chr1:285906-286668,pan_gene_4,1,Dispensable Gene,N
Zm00019ab000120,pan_gene_5,1,Near-Core Gene,N
Zm00019ab000140,pan_gene_7,1,Near-Core Gene,N
Zm00019ab000190,pan_gene_8,3,Core Gene,Y
Zm00019ab000180,pan_gene_9,5,Core Gene,Y
Zm00019ab000400,pan_gene_10,3,Core Gene,Y
Zm00019ab000200,pan_gene_11,3,Core Gene,Y
Zm00019ab000450,pan_gene_12,1,Core Gene,N
Zm00019ab000460,pan_gene_13,1,Core Gene,N
Zm00019ab000480,pan_gene_14,1,Core Gene,N
Zm00019ab000490,pan_gene_15,1,Core Gene,N
Zm00019ab000520,pan_gene_16,1,Core Gene,N
Zm00019ab000550,pan_gene_17,1,Core Gene,N
gmap_ID=chr1:3310489-3318618,pan_gene_18,1,Core Gene,N
Zm00019ab000560,pan_gene_19,1,Core Gene,N
Zm00019ab000570,pan_gene_20,1,Core Gene,N
Zm00019ab000600,pan_gene_21,1,Core Gene,N
Zm00019ab000610,pan_gene_23,2,Core Gene,Y
Zm00019ab000640,pan_gene_24,1,Core Gene,N
Zm00019ab000660,pan_gene_25,1,Core Gene,N
Zm00019ab000670,pan_gene_26,1,Core Gene,N
Zm00019ab000680,pan_gene_27,1,Core Gene,N
Zm00019ab000790,pan_gene_28,1,Core Gene,N
Zm00019ab000800,pan_gene_29,1,Core Gene,N
Zm00019ab000810,pan_gene_30,1,Core Gene,N
Zm00019ab000820,pan_gene_31,1,Core Gene,N
Zm00019ab000830,pan_gene_32,1,Core Gene,N
Zm00019ab000840,pan_gene_33,1,Core Gene,N
Zm00019ab000860,pan_gene_35,1,Near-Core Gene,N
Zm00019ab000870,pan_gene_36,1,Core Gene,N
Zm00019ab000880,pan_gene_37,2,Dispensable Gene,Y
Zm00019ab000890,pan_gene_38,1,Core Gene,N
Zm00019ab000900,pan_gene_39,1,Core Gene,N
Zm00019ab000950,pan_gene_40,1,Core Gene,N
Zm00019ab000960,pan_gene_41,1,Core Gene,N
Zm00019ab000970,pan_gene_42,1,Core Gene,N
gmap_ID=chr1:4752490-4754460,pan_gene_43,1,Dispensable Gene,N
Zm00019ab000980,pan_gene_44,1,Core Gene,N
Zm00019ab001000,pan_gene_45,1,Core Gene,N
Zm00019ab001010,pan_gene_46,1,Core Gene,N
Zm00019ab001030,pan_gene_47,1,Core Gene,N
Zm00019ab001040,pan_gene_48,1,Core Gene,N
Zm00019ab001050,pan_gene_49,1,Core Gene,N
Zm00019ab001060,pan_gene_50,1,Core Gene,N
Zm00019ab001070,pan_gene_51,1,Core Gene,N
Zm00019ab001090,pan_gene_52,2,Core Gene,Y
Zm00019ab001100,pan_gene_53,1,Core Gene,N
Zm00019ab001120,pan_gene_54,1,Core Gene,N
Zm00019ab001130,pan_gene_55,1,Core Gene,N
Zm00019ab001140,pan_gene_56,1,Core Gene,N
Zm00019ab001150,pan_gene_57,1,Core Gene,N
Zm00019ab001160,pan_gene_58,1,Core Gene,N
Zm00019ab001170,pan_gene_59,1,Dispensable Gene,N
Zm00019ab001180,pan_gene_60,1,Core Gene,N
Zm00019ab001190,pan_gene_62,1,Core Gene,N
Zm00019ab001210,pan_gene_63,2,Core Gene,Y
Zm00019ab001230,pan_gene_64,1,Core Gene,N
Zm00019ab001240,pan_gene_65,1,Core Gene,N
Zm00019ab001250,pan_gene_66,2,Core Gene,Y
Zm00019ab001270,pan_gene_67,1,Core Gene,N
Zm00019ab001280,pan_gene_68,1,Core Gene,N
Zm00019ab001290,pan_gene_69,1,Core Gene,N
Zm00019ab001300,pan_gene_70,1,Core Gene,N
Zm00019ab001310,pan_gene_71,1,Core Gene,N
