gene,pan,class
Zm00019ab000060,pan_gene_1,Dispensable Gene
Zm00019ab000080,pan_gene_2,Near-Core Gene
Zm00019ab000100,pan_gene_3,Near-Core Gene
gmap_ID=chr1:285906-286668,pan_gene_4,Dispensable Gene
Zm00019ab000120,pan_gene_5,Near-Core Gene
Zm00019ab000140,pan_gene_7,Near-Core Gene
Zm00019ab000190,pan_gene_8,Core Gene
Zm00019ab000180,pan_gene_9,Core Gene
Zm00019ab000400,pan_gene_10,Core Gene
Zm00019ab000200,pan_gene_11,Core Gene
Zm00019ab000450,pan_gene_12,Core Gene
Zm00019ab000460,pan_gene_13,Core Gene
Zm00019ab000480,pan_gene_14,Core Gene
Zm00019ab000490,pan_gene_15,Core Gene
Zm00019ab000520,pan_gene_16,Core Gene
Zm00019ab000550,pan_gene_17,Core Gene
gmap_ID=chr1:3310489-3318618,pan_gene_18,Core Gene
Zm00019ab000560,pan_gene_19,Core Gene
Zm00019ab000570,pan_gene_20,Core Gene
Zm00019ab000600,pan_gene_21,Core Gene
Zm00019ab000610,pan_gene_23,Core Gene
Zm00019ab000640,pan_gene_24,Core Gene
Zm00019ab000660,pan_gene_25,Core Gene
Zm00019ab000670,pan_gene_26,Core Gene
Zm00019ab000680,pan_gene_27,Core Gene
Zm00019ab000790,pan_gene_28,Core Gene
Zm00019ab000800,pan_gene_29,Core Gene
Zm00019ab000810,pan_gene_30,Core Gene
Zm00019ab000820,pan_gene_31,Core Gene
Zm00019ab000830,pan_gene_32,Core Gene
Zm00019ab000840,pan_gene_33,Core Gene
Zm00019ab000860,pan_gene_35,Near-Core Gene
Zm00019ab000870,pan_gene_36,Core Gene
Zm00019ab000880,pan_gene_37,Dispensable Gene
Zm00019ab000890,pan_gene_38,Core Gene
Zm00019ab000900,pan_gene_39,Core Gene
Zm00019ab000950,pan_gene_40,Core Gene
Zm00019ab000960,pan_gene_41,Core Gene
Zm00019ab000970,pan_gene_42,Core Gene
gmap_ID=chr1:4752490-4754460,pan_gene_43,Dispensable Gene
Zm00019ab000980,pan_gene_44,Core Gene
Zm00019ab001000,pan_gene_45,Core Gene
Zm00019ab001010,pan_gene_46,Core Gene
Zm00019ab001030,pan_gene_47,Core Gene
Zm00019ab001040,pan_gene_48,Core Gene
Zm00019ab001050,pan_gene_49,Core Gene
Zm00019ab001060,pan_gene_50,Core Gene
Zm00019ab001070,pan_gene_51,Core Gene
Zm00019ab001090,pan_gene_52,Core Gene
Zm00019ab001100,pan_gene_53,Core Gene
Zm00019ab001120,pan_gene_54,Core Gene
Zm00019ab001130,pan_gene_55,Core Gene
Zm00019ab001140,pan_gene_56,Core Gene
Zm00019ab001150,pan_gene_57,Core Gene
Zm00019ab001160,pan_gene_58,Core Gene
Zm00019ab001170,pan_gene_59,Dispensable Gene
Zm00019ab001180,pan_gene_60,Core Gene
Zm00019ab001190,pan_gene_62,Core Gene
Zm00019ab001210,pan_gene_63,Core Gene
Zm00019ab001230,pan_gene_64,Core Gene
Zm00019ab001240,pan_gene_65,Core Gene
Zm00019ab001250,pan_gene_66,Core Gene
Zm00019ab001270,pan_gene_67,Core Gene
Zm00019ab001280,pan_gene_68,Core Gene
Zm00019ab001290,pan_gene_69,Core Gene
Zm00019ab001300,pan_gene_70,Core Gene
Zm00019ab001310,pan_gene_71,Core Gene
Zm00019ab001330,pan_gene_72,Core Gene
Zm00019ab001340,pan_gene_73,Core Gene
Zm00019ab001350,pan_gene_74,Core Gene
Zm00019ab001360,pan_gene_75,Core Gene
Zm00019ab001370,pan_gene_76,Core Gene
Zm00019ab001390,pan_gene_77,Core Gene
Zm00019ab001400,pan_gene_78,Core Gene
Zm00019ab001420,pan_gene_80,Core Gene
Zm00019ab001440,pan_gene_81,Core Gene
Zm00019ab001450,pan_gene_82,Core Gene
Zm00019ab001470,pan_gene_83,Core Gene
gmap_ID=chr1:5799308-5799601,pan_gene_84,Near-Core Gene
gmap_ID=chr1:5868266-5868778,pan_gene_85,Dispensable Gene
Zm00019ab001510,pan_gene_86,Core Gene
Zm00019ab001540,pan_gene_87,Core Gene
Zm00019ab001550,pan_gene_88,Core Gene
Zm00019ab001560,pan_gene_89,Core Gene
Zm00019ab001570,pan_gene_90,Core Gene
Zm00019ab001580,pan_gene_91,Core Gene
Zm00019ab001590,pan_gene_92,Core Gene
Zm00019ab001600,pan_gene_93,Core Gene
Zm00019ab001610,pan_gene_94,Core Gene
Zm00019ab001620,pan_gene_95,Core Gene
Zm00019ab001630,pan_gene_96,Core Gene
gmap_ID=chr1:6115222-6115549,pan_gene_97,Near-Core Gene
Zm00019ab001640,pan_gene_98,Core Gene
Zm00019ab001650,pan_gene_100,Core Gene
Zm00019ab001660,pan_gene_101,Core Gene
Zm00019ab001680,pan_gene_102,Core Gene
Zm00019ab001690,pan_gene_103,Core Gene
Zm00019ab001700,pan_gene_108,Core Gene
Zm00019ab001730,pan_gene_109,Core Gene
Zm00019ab001750,pan_gene_110,Core Gene
Zm00019ab001770,pan_gene_113,Core Gene
Zm00019ab001800,pan_gene_114,Core Gene
Zm00019ab001830,pan_gene_115,Core Gene
Zm00019ab001840,pan_gene_116,Core Gene
Zm00019ab001850,pan_gene_117,Core Gene
Zm00019ab001860,pan_gene_118,Core Gene
Zm00019ab001870,pan_gene_119,Core Gene
Zm00019ab001880,pan_gene_120,Core Gene
Zm00019ab001890,pan_gene_121,Near-Core Gene
Zm00019ab001900,pan_gene_122,Core Gene
Zm00019ab001920,pan_gene_123,Core Gene
Zm00019ab001930,pan_gene_124,Core Gene
Zm00019ab001950,pan_gene_125,Core Gene
Zm00019ab001960,pan_gene_126,Dispensable Gene
Zm00019ab001970,pan_gene_127,Core Gene
Zm00019ab001980,pan_gene_128,Core Gene
Zm00019ab001990,pan_gene_130,Core Gene
Zm00019ab002010,pan_gene_131,Core Gene
Zm00019ab002020,pan_gene_132,Core Gene
Zm00019ab002040,pan_gene_133,Core Gene
Zm00019ab002050,pan_gene_134,Core Gene
Zm00019ab002060,pan_gene_135,Core Gene
Zm00019ab002070,pan_gene_136,Core Gene
Zm00019ab002080,pan_gene_137,Core Gene
Zm00019ab002090,pan_gene_138,Core Gene
Zm00019ab002100,pan_gene_139,Core Gene
Zm00019ab002120,pan_gene_140,Near-Core Gene
Zm00019ab002140,pan_gene_141,Core Gene
Zm00019ab002150,pan_gene_142,Core Gene
Zm00019ab002180,pan_gene_143,Core Gene
Zm00019ab002200,pan_gene_146,Core Gene
Zm00019ab002210,pan_gene_147,Core Gene
Zm00019ab002230,pan_gene_148,Core Gene
Zm00019ab002250,pan_gene_149,Core Gene
Zm00019ab002280,pan_gene_150,Core Gene
Zm00019ab002290,pan_gene_151,Core Gene
Zm00019ab002300,pan_gene_152,Core Gene
Zm00019ab002310,pan_gene_153,Core Gene
Zm00019ab002320,pan_gene_154,Core Gene
Zm00019ab002340,pan_gene_155,Core Gene
Zm00019ab002370,pan_gene_156,Core Gene
