gene,pan,class
Zm00021ab000100,pan_gene_2,Near-Core Gene
Zm00021ab000140,pan_gene_5,Near-Core Gene
Zm00021ab000160,pan_gene_7,Near-Core Gene
Zm00021ab000200,pan_gene_8,Core Gene
Zm00021ab000190,pan_gene_9,Core Gene
Zm00021ab000220,pan_gene_10,Core Gene
Zm00021ab000210,pan_gene_11,Core Gene
Zm00021ab000240,pan_gene_12,Core Gene
Zm00021ab000250,pan_gene_13,Core Gene
Zm00021ab000260,pan_gene_14,Core Gene
Zm00021ab000270,pan_gene_15,Core Gene
Zm00021ab000310,pan_gene_18,Core Gene
Zm00021ab000320,pan_gene_19,Core Gene
Zm00021ab000330,pan_gene_20,Core Gene
Zm00021ab000340,pan_gene_21,Core Gene
Zm00021ab000350,pan_gene_22,Dispensable Gene
Zm00021ab000360,pan_gene_23,Core Gene
Zm00021ab000380,pan_gene_24,Core Gene
Zm00021ab000390,pan_gene_25,Core Gene
Zm00021ab000400,pan_gene_26,Core Gene
Zm00021ab000440,pan_gene_27,Core Gene
Zm00021ab000490,pan_gene_28,Core Gene
Zm00021ab000510,pan_gene_29,Core Gene
Zm00021ab000540,pan_gene_30,Core Gene
Zm00021ab000550,pan_gene_31,Core Gene
Zm00021ab000560,pan_gene_32,Core Gene
Zm00021ab000570,pan_gene_33,Core Gene
Zm00021ab000590,pan_gene_35,Near-Core Gene
Zm00021ab000610,pan_gene_36,Core Gene
Zm00021ab000620,pan_gene_37,Dispensable Gene
Zm00021ab000630,pan_gene_38,Core Gene
Zm00021ab000640,pan_gene_39,Core Gene
Zm00021ab000650,pan_gene_40,Core Gene
Zm00021ab000660,pan_gene_41,Core Gene
Zm00021ab000670,pan_gene_42,Core Gene
Zm00021ab000680,pan_gene_44,Core Gene
Zm00021ab000700,pan_gene_45,Core Gene
Zm00021ab000710,pan_gene_46,Core Gene
Zm00021ab000720,pan_gene_47,Core Gene
Zm00021ab000730,pan_gene_48,Core Gene
Zm00021ab000740,pan_gene_49,Core Gene
Zm00021ab000750,pan_gene_50,Core Gene
Zm00021ab000760,pan_gene_51,Core Gene
Zm00021ab000770,pan_gene_52,Core Gene
Zm00021ab000790,pan_gene_53,Core Gene
Zm00021ab000800,pan_gene_54,Core Gene
Zm00021ab000810,pan_gene_55,Core Gene
Zm00021ab000830,pan_gene_56,Core Gene
Zm00021ab000840,pan_gene_57,Core Gene
Zm00021ab000850,pan_gene_58,Core Gene
Zm00021ab000860,pan_gene_60,Core Gene
Zm00021ab000870,pan_gene_62,Core Gene
Zm00021ab000890,pan_gene_64,Core Gene
Zm00021ab000900,pan_gene_65,Core Gene
Zm00021ab000910,pan_gene_66,Core Gene
Zm00021ab000920,pan_gene_67,Core Gene
Zm00021ab000940,pan_gene_68,Core Gene
Zm00021ab000950,pan_gene_69,Core Gene
Zm00021ab000960,pan_gene_70,Core Gene
Zm00021ab000970,pan_gene_71,Core Gene
Zm00021ab000990,pan_gene_72,Core Gene
Zm00021ab001000,pan_gene_73,Core Gene
Zm00021ab001010,pan_gene_74,Core Gene
Zm00021ab001020,pan_gene_75,Core Gene
Zm00021ab001030,pan_gene_76,Core Gene
Zm00021ab001040,pan_gene_77,Core Gene
Zm00021ab001050,pan_gene_78,Core Gene
Zm00021ab001060,pan_gene_80,Core Gene
Zm00021ab001070,pan_gene_81,Core Gene
Zm00021ab001080,pan_gene_82,Core Gene
Zm00021ab001090,pan_gene_83,Core Gene
Zm00021ab001100,pan_gene_84,Near-Core Gene
Zm00021ab001110,pan_gene_86,Core Gene
Zm00021ab001130,pan_gene_87,Core Gene
Zm00021ab001140,pan_gene_88,Core Gene
Zm00021ab001150,pan_gene_89,Core Gene
Zm00021ab001160,pan_gene_90,Core Gene
Zm00021ab001170,pan_gene_91,Core Gene
Zm00021ab001180,pan_gene_92,Core Gene
Zm00021ab001190,pan_gene_93,Core Gene
Zm00021ab001200,pan_gene_94,Core Gene
Zm00021ab001210,pan_gene_95,Core Gene
Zm00021ab001220,pan_gene_96,Core Gene
Zm00021ab001230,pan_gene_98,Core Gene
Zm00021ab001240,pan_gene_99,Dispensable Gene
Zm00021ab001250,pan_gene_100,Core Gene
Zm00021ab001260,pan_gene_101,Core Gene
Zm00021ab001270,pan_gene_102,Core Gene
Zm00021ab001280,pan_gene_103,Core Gene
Zm00021ab001290,pan_gene_108,Core Gene
Zm00021ab001320,pan_gene_109,Core Gene
Zm00021ab001350,pan_gene_110,Core Gene
Zm00021ab001360,pan_gene_113,Core Gene
Zm00021ab001370,pan_gene_114,Core Gene
Zm00021ab001380,pan_gene_115,Core Gene
Zm00021ab001390,pan_gene_116,Core Gene
Zm00021ab001400,pan_gene_117,Core Gene
Zm00021ab001420,pan_gene_118,Core Gene
Zm00021ab001430,pan_gene_119,Core Gene
Zm00021ab001440,pan_gene_120,Core Gene
Zm00021ab001450,pan_gene_122,Core Gene
