gene,pan,class
Zm00024ab000050,pan_gene_1,Dispensable Gene
Zm00024ab000060,pan_gene_2,Near-Core Gene
Zm00024ab000070,pan_gene_3,Near-Core Gene
Zm00024ab000080,pan_gene_5,Near-Core Gene
Zm00024ab000100,pan_gene_7,Near-Core Gene
Zm00024ab000130,pan_gene_8,Core Gene
Zm00024ab000120,pan_gene_9,Core Gene
Zm00024ab000150,pan_gene_10,Core Gene
Zm00024ab000140,pan_gene_11,Core Gene
Zm00024ab000160,pan_gene_12,Core Gene
Zm00024ab000170,pan_gene_13,Core Gene
Zm00024ab000190,pan_gene_14,Core Gene
Zm00024ab000200,pan_gene_15,Core Gene
Zm00024ab000220,pan_gene_16,Core Gene
Zm00024ab000250,pan_gene_17,Core Gene
Zm00024ab000260,pan_gene_18,Core Gene
Zm00024ab000270,pan_gene_19,Core Gene
Zm00024ab000280,pan_gene_20,Core Gene
Zm00024ab000300,pan_gene_21,Core Gene
Zm00024ab000320,pan_gene_23,Core Gene
Zm00024ab000360,pan_gene_24,Core Gene
Zm00024ab000370,pan_gene_25,Core Gene
Zm00024ab000390,pan_gene_26,Core Gene
Zm00024ab000470,pan_gene_27,Core Gene
Zm00024ab000520,pan_gene_28,Core Gene
Zm00024ab000540,pan_gene_29,Core Gene
Zm00024ab000560,pan_gene_30,Core Gene
Zm00024ab000570,pan_gene_31,Core Gene
Zm00024ab000590,pan_gene_32,Core Gene
Zm00024ab000600,pan_gene_33,Core Gene
gmap_ID=chr1:2243392-2243709,pan_gene_34,Dispensable Gene
Zm00024ab000630,pan_gene_35,Near-Core Gene
Zm00024ab000650,pan_gene_36,Core Gene
Zm00024ab000700,pan_gene_37,Dispensable Gene
Zm00024ab000660,pan_gene_38,Core Gene
Zm00024ab000670,pan_gene_39,Core Gene
Zm00024ab000730,pan_gene_40,Core Gene
Zm00024ab000740,pan_gene_41,Core Gene
Zm00024ab000750,pan_gene_42,Core Gene
Zm00024ab000760,pan_gene_44,Core Gene
Zm00024ab000780,pan_gene_45,Core Gene
Zm00024ab000790,pan_gene_46,Core Gene
Zm00024ab000800,pan_gene_47,Core Gene
Zm00024ab000810,pan_gene_48,Core Gene
Zm00024ab000820,pan_gene_49,Core Gene
Zm00024ab000830,pan_gene_50,Core Gene
Zm00024ab000840,pan_gene_51,Core Gene
Zm00024ab000850,pan_gene_52,Core Gene
Zm00024ab000860,pan_gene_53,Core Gene
Zm00024ab000880,pan_gene_54,Core Gene
Zm00024ab000890,pan_gene_55,Core Gene
Zm00024ab000900,pan_gene_56,Core Gene
Zm00024ab000910,pan_gene_57,Core Gene
Zm00024ab000920,pan_gene_58,Core Gene
Zm00024ab000930,pan_gene_59,Dispensable Gene
Zm00024ab000940,pan_gene_60,Core Gene
Zm00024ab000950,pan_gene_62,Core Gene
Zm00024ab000960,pan_gene_63,Core Gene
Zm00024ab000970,pan_gene_64,Core Gene
Zm00024ab000990,pan_gene_65,Core Gene
Zm00024ab001000,pan_gene_66,Core Gene
Zm00024ab001020,pan_gene_67,Core Gene
Zm00024ab001030,pan_gene_68,Core Gene
Zm00024ab001040,pan_gene_69,Core Gene
Zm00024ab001050,pan_gene_70,Core Gene
Zm00024ab001060,pan_gene_71,Core Gene
Zm00024ab001090,pan_gene_72,Core Gene
Zm00024ab001110,pan_gene_73,Core Gene
Zm00024ab001120,pan_gene_74,Core Gene
Zm00024ab001130,pan_gene_75,Core Gene
Zm00024ab001140,pan_gene_76,Core Gene
Zm00024ab001150,pan_gene_77,Core Gene
Zm00024ab001160,pan_gene_78,Core Gene
Zm00024ab001170,pan_gene_80,Core Gene
Zm00024ab001180,pan_gene_81,Core Gene
Zm00024ab001190,pan_gene_82,Core Gene
Zm00024ab001210,pan_gene_83,Core Gene
Zm00024ab001230,pan_gene_84,Near-Core Gene
gmap_ID=chr1:3744532-3745016,pan_gene_85,Dispensable Gene
Zm00024ab001240,pan_gene_86,Core Gene
Zm00024ab001270,pan_gene_87,Core Gene
Zm00024ab001280,pan_gene_88,Core Gene
Zm00024ab001290,pan_gene_89,Core Gene
Zm00024ab001310,pan_gene_90,Core Gene
Zm00024ab001320,pan_gene_91,Core Gene
Zm00024ab001330,pan_gene_92,Core Gene
gmap_ID=chr1:3895821-3896573,pan_gene_93,Core Gene
