gene,pan,class
Zm00026ab000070,pan_gene_1,Dispensable Gene
Zm00026ab000100,pan_gene_2,Near-Core Gene
Zm00026ab000120,pan_gene_3,Near-Core Gene
Zm00026ab000130,pan_gene_4,Dispensable Gene
Zm00026ab000150,pan_gene_5,Near-Core Gene
Zm00026ab000170,pan_gene_7,Near-Core Gene
Zm00026ab000210,pan_gene_8,Core Gene
Zm00026ab000220,pan_gene_9,Core Gene
Zm00026ab000240,pan_gene_10,Core Gene
Zm00026ab000230,pan_gene_11,Core Gene
Zm00026ab000270,pan_gene_12,Core Gene
Zm00026ab000280,pan_gene_13,Core Gene
Zm00026ab000300,pan_gene_14,Core Gene
Zm00026ab000310,pan_gene_15,Core Gene
Zm00026ab000330,pan_gene_16,Core Gene
gmap_ID=chr1:1481767-1483395,pan_gene_17,Core Gene
Zm00026ab000340,pan_gene_18,Core Gene
Zm00026ab000350,pan_gene_19,Core Gene
Zm00026ab000360,pan_gene_20,Core Gene
Zm00026ab000370,pan_gene_21,Core Gene
Zm00026ab000390,pan_gene_23,Core Gene
Zm00026ab000430,pan_gene_24,Core Gene
Zm00026ab000440,pan_gene_25,Core Gene
Zm00026ab000450,pan_gene_26,Core Gene
Zm00026ab000460,pan_gene_27,Core Gene
Zm00026ab000500,pan_gene_28,Core Gene
Zm00026ab000510,pan_gene_29,Core Gene
Zm00026ab000530,pan_gene_30,Core Gene
Zm00026ab000540,pan_gene_31,Core Gene
Zm00026ab000560,pan_gene_32,Core Gene
Zm00026ab000570,pan_gene_33,Core Gene
gmap_ID=chr1:2602532-2602849,pan_gene_34,Dispensable Gene
Zm00026ab000590,pan_gene_35,Near-Core Gene
Zm00026ab000610,pan_gene_36,Core Gene
Zm00026ab000620,pan_gene_38,Core Gene
Zm00026ab000660,pan_gene_39,Core Gene
Zm00026ab000670,pan_gene_40,Core Gene
Zm00026ab000680,pan_gene_41,Core Gene
Zm00026ab000690,pan_gene_42,Core Gene
Zm00026ab000700,pan_gene_44,Core Gene
Zm00026ab000720,pan_gene_45,Core Gene
Zm00026ab000730,pan_gene_46,Core Gene
Zm00026ab000740,pan_gene_47,Core Gene
Zm00026ab000750,pan_gene_48,Core Gene
Zm00026ab000760,pan_gene_49,Core Gene
Zm00026ab000770,pan_gene_50,Core Gene
Zm00026ab000780,pan_gene_51,Core Gene
Zm00026ab000790,pan_gene_52,Core Gene
Zm00026ab000800,pan_gene_53,Core Gene
Zm00026ab000820,pan_gene_54,Core Gene
Zm00026ab000830,pan_gene_55,Core Gene
Zm00026ab000840,pan_gene_56,Core Gene
Zm00026ab000850,pan_gene_57,Core Gene
Zm00026ab000860,pan_gene_58,Core Gene
Zm00026ab000870,pan_gene_60,Core Gene
Zm00026ab000880,pan_gene_62,Core Gene
Zm00026ab000890,pan_gene_63,Core Gene
Zm00026ab000900,pan_gene_64,Core Gene
Zm00026ab000910,pan_gene_65,Core Gene
Zm00026ab000920,pan_gene_66,Core Gene
Zm00026ab000950,pan_gene_67,Core Gene
Zm00026ab000960,pan_gene_68,Core Gene
Zm00026ab000970,pan_gene_69,Core Gene
Zm00026ab000980,pan_gene_70,Core Gene
Zm00026ab000990,pan_gene_71,Core Gene
Zm00026ab001010,pan_gene_72,Core Gene
Zm00026ab001020,pan_gene_73,Core Gene
Zm00026ab001030,pan_gene_74,Core Gene
Zm00026ab001040,pan_gene_75,Core Gene
Zm00026ab001050,pan_gene_76,Core Gene
Zm00026ab001060,pan_gene_77,Core Gene
Zm00026ab001070,pan_gene_78,Core Gene
Zm00026ab001080,pan_gene_80,Core Gene
Zm00026ab001090,pan_gene_81,Core Gene
Zm00026ab001100,pan_gene_82,Core Gene
Zm00026ab001110,pan_gene_83,Core Gene
gmap_ID=chr1:3942859-3943152,pan_gene_84,Near-Core Gene
gmap_ID=chr1:4012258-4012770,pan_gene_85,Dispensable Gene
Zm00026ab001160,pan_gene_86,Core Gene
Zm00026ab001170,pan_gene_87,Core Gene
Zm00026ab001180,pan_gene_88,Core Gene
Zm00026ab001190,pan_gene_89,Core Gene
Zm00026ab001200,pan_gene_90,Core Gene
Zm00026ab001210,pan_gene_91,Core Gene
Zm00026ab001220,pan_gene_92,Core Gene
Zm00026ab001230,pan_gene_93,Core Gene
Zm00026ab001240,pan_gene_94,Core Gene
Zm00026ab001250,pan_gene_95,Core Gene
Zm00026ab001260,pan_gene_96,Core Gene
gmap_ID=chr1:4193321-4193656,pan_gene_97,Near-Core Gene
Zm00026ab001270,pan_gene_98,Core Gene
Zm00026ab001280,pan_gene_99,Dispensable Gene
Zm00026ab001290,pan_gene_100,Core Gene
Zm00026ab001300,pan_gene_101,Core Gene
Zm00026ab001310,pan_gene_102,Core Gene
Zm00026ab001320,pan_gene_103,Core Gene
Zm00026ab001330,pan_gene_108,Core Gene
Zm00026ab001360,pan_gene_109,Core Gene
Zm00026ab001390,pan_gene_110,Core Gene
Zm00026ab001400,pan_gene_113,Core Gene
Zm00026ab001420,pan_gene_114,Core Gene
Zm00026ab001440,pan_gene_115,Core Gene
Zm00026ab001450,pan_gene_116,Core Gene
Zm00026ab001460,pan_gene_117,Core Gene
Zm00026ab001470,pan_gene_118,Core Gene
Zm00026ab001480,pan_gene_119,Core Gene
Zm00026ab001490,pan_gene_120,Core Gene
Zm00026ab001500,pan_gene_122,Core Gene
Zm00026ab001510,pan_gene_123,Core Gene
Zm00026ab001520,pan_gene_124,Core Gene
Zm00026ab001530,pan_gene_125,Core Gene
Zm00026ab001550,pan_gene_127,Core Gene
Zm00026ab001560,pan_gene_128,Core Gene
Zm00026ab001570,pan_gene_130,Core Gene
Zm00026ab001590,pan_gene_131,Core Gene
Zm00026ab001610,pan_gene_132,Core Gene
Zm00026ab001630,pan_gene_133,Core Gene
Zm00026ab001640,pan_gene_134,Core Gene
Zm00026ab001650,pan_gene_135,Core Gene
Zm00026ab001660,pan_gene_136,Core Gene
Zm00026ab001670,pan_gene_137,Core Gene
Zm00026ab001680,pan_gene_138,Core Gene
Zm00026ab001700,pan_gene_139,Core Gene
Zm00026ab001710,pan_gene_140,Near-Core Gene
Zm00026ab001730,pan_gene_141,Core Gene
Zm00026ab001740,pan_gene_142,Core Gene
Zm00026ab001750,pan_gene_143,Core Gene
Zm00026ab001760,pan_gene_146,Core Gene
Zm00026ab001770,pan_gene_147,Core Gene
Zm00026ab001790,pan_gene_148,Core Gene
Zm00026ab001800,pan_gene_149,Core Gene
Zm00026ab001820,pan_gene_150,Core Gene
Zm00026ab001830,pan_gene_151,Core Gene
Zm00026ab001840,pan_gene_152,Core Gene
Zm00026ab001850,pan_gene_153,Core Gene
Zm00026ab001870,pan_gene_154,Core Gene
Zm00026ab001890,pan_gene_155,Core Gene
Zm00026ab001910,pan_gene_156,Core Gene
Zm00026ab001940,pan_gene_157,Core Gene
Zm00026ab001950,pan_gene_158,Core Gene
Zm00026ab001960,pan_gene_159,Core Gene
Zm00026ab001970,pan_gene_160,Core Gene
Zm00026ab001980,pan_gene_161,Core Gene
Zm00026ab002000,pan_gene_162,Core Gene
Zm00026ab002020,pan_gene_163,Core Gene
Zm00026ab002030,pan_gene_164,Core Gene
Zm00026ab002040,pan_gene_165,Core Gene
Zm00026ab002060,pan_gene_166,Core Gene
Zm00026ab002070,pan_gene_168,Core Gene
Zm00026ab002080,pan_gene_169,Core Gene
gmap_ID=chr1:6390942-6391353,pan_gene_170,Core Gene
Zm00026ab002090,pan_gene_171,Core Gene
Zm00026ab002100,pan_gene_172,Core Gene
Zm00026ab002180,pan_gene_174,Core Gene
Zm00026ab002200,pan_gene_175,Core Gene
Zm00026ab002210,pan_gene_176,Core Gene
Zm00026ab002220,pan_gene_177,Core Gene
Zm00026ab002230,pan_gene_179,Core Gene
Zm00026ab002250,pan_gene_180,Core Gene
Zm00026ab002260,pan_gene_181,Core Gene
Zm00026ab002270,pan_gene_182,Core Gene
Zm00026ab002300,pan_gene_183,Core Gene
gmap_ID=chr1:6855012-6855373,pan_gene_184,Near-Core Gene
Zm00026ab002310,pan_gene_185,Core Gene
Zm00026ab002320,pan_gene_186,Core Gene
Zm00026ab002340,pan_gene_187,Core Gene
Zm00026ab002350,pan_gene_188,Core Gene
Zm00026ab002370,pan_gene_189,Core Gene
