gene,pan,copy,class,duplicate
gmap_ID=chr1:173332-173691,pan_gene_1,1,Dispensable Gene,N
Zm00021ab000100,pan_gene_2,1,Near-Core Gene,N
gmap_ID=chr1:191988-194819,pan_gene_3,1,Near-Core Gene,N
gmap_ID=chr1:241163-241925,pan_gene_4,1,Dispensable Gene,N
Zm00021ab000140,pan_gene_5,1,Near-Core Gene,N
Zm00021ab000160,pan_gene_7,1,Near-Core Gene,N
Zm00021ab000200,pan_gene_8,1,Core Gene,N
Zm00021ab000190,pan_gene_9,1,Core Gene,N
Zm00021ab000220,pan_gene_10,1,Core Gene,N
Zm00021ab000210,pan_gene_11,1,Core Gene,N
Zm00021ab000240,pan_gene_12,1,Core Gene,N
Zm00021ab000250,pan_gene_13,1,Core Gene,N
Zm00021ab000260,pan_gene_14,1,Core Gene,N
Zm00021ab000270,pan_gene_15,1,Core Gene,N
gmap_ID=chr1:1048346-1051295,pan_gene_16,1,Core Gene,N
gmap_ID=chr1:1186726-1188354,pan_gene_17,1,Core Gene,N
Zm00021ab000310,pan_gene_18,1,Core Gene,N
Zm00021ab000320,pan_gene_19,1,Core Gene,N
Zm00021ab000330,pan_gene_20,1,Core Gene,N
Zm00021ab000340,pan_gene_21,1,Core Gene,N
Zm00021ab000350,pan_gene_22,1,Dispensable Gene,N
Zm00021ab000360,pan_gene_23,2,Core Gene,Y
Zm00021ab000380,pan_gene_24,1,Core Gene,N
Zm00021ab000390,pan_gene_25,1,Core Gene,N
Zm00021ab000400,pan_gene_26,1,Core Gene,N
Zm00021ab000440,pan_gene_27,1,Core Gene,N
Zm00021ab000490,pan_gene_28,1,Core Gene,N
Zm00021ab000510,pan_gene_29,1,Core Gene,N
Zm00021ab000540,pan_gene_30,1,Core Gene,N
Zm00021ab000550,pan_gene_31,1,Core Gene,N
Zm00021ab000560,pan_gene_32,1,Core Gene,N
Zm00021ab000570,pan_gene_33,1,Core Gene,N
gmap_ID=chr1:2264880-2265197,pan_gene_34,1,Dispensable Gene,N
Zm00021ab000590,pan_gene_35,2,Near-Core Gene,Y
Zm00021ab000610,pan_gene_36,1,Core Gene,N
Zm00021ab000620,pan_gene_37,1,Dispensable Gene,N
Zm00021ab000630,pan_gene_38,1,Core Gene,N
Zm00021ab000640,pan_gene_39,1,Core Gene,N
Zm00021ab000650,pan_gene_40,1,Core Gene,N
Zm00021ab000660,pan_gene_41,1,Core Gene,N
Zm00021ab000670,pan_gene_42,1,Core Gene,N
Zm00021ab000680,pan_gene_44,1,Core Gene,N
Zm00021ab000700,pan_gene_45,1,Core Gene,N
Zm00021ab000710,pan_gene_46,1,Core Gene,N
Zm00021ab000720,pan_gene_47,1,Core Gene,N
Zm00021ab000730,pan_gene_48,1,Core Gene,N
Zm00021ab000740,pan_gene_49,1,Core Gene,N
Zm00021ab000750,pan_gene_50,1,Core Gene,N
Zm00021ab000760,pan_gene_51,1,Core Gene,N
Zm00021ab000770,pan_gene_52,2,Core Gene,Y
Zm00021ab000790,pan_gene_53,1,Core Gene,N
Zm00021ab000800,pan_gene_54,1,Core Gene,N
Zm00021ab000810,pan_gene_55,1,Core Gene,N
Zm00021ab000830,pan_gene_56,1,Core Gene,N
Zm00021ab000840,pan_gene_57,1,Core Gene,N
Zm00021ab000850,pan_gene_58,1,Core Gene,N
Zm00021ab000860,pan_gene_60,1,Core Gene,N
Zm00021ab000870,pan_gene_62,1,Core Gene,N
gmap_ID=chr1:3145742-3146038,pan_gene_63,1,Core Gene,N
Zm00021ab000890,pan_gene_64,1,Core Gene,N
Zm00021ab000900,pan_gene_65,1,Core Gene,N
Zm00021ab000910,pan_gene_66,1,Core Gene,N
Zm00021ab000920,pan_gene_67,1,Core Gene,N
Zm00021ab000940,pan_gene_68,1,Core Gene,N
Zm00021ab000950,pan_gene_69,1,Core Gene,N
Zm00021ab000960,pan_gene_70,1,Core Gene,N
Zm00021ab000970,pan_gene_71,1,Core Gene,N
Zm00021ab000990,pan_gene_72,1,Core Gene,N
Zm00021ab001000,pan_gene_73,1,Core Gene,N
Zm00021ab001010,pan_gene_74,1,Core Gene,N
Zm00021ab001020,pan_gene_75,1,Core Gene,N
Zm00021ab001030,pan_gene_76,1,Core Gene,N
Zm00021ab001040,pan_gene_77,1,Core Gene,N
Zm00021ab001050,pan_gene_78,1,Core Gene,N
Zm00021ab001060,pan_gene_80,1,Core Gene,N
Zm00021ab001070,pan_gene_81,1,Core Gene,N
Zm00021ab001080,pan_gene_82,1,Core Gene,N
Zm00021ab001090,pan_gene_83,1,Core Gene,N
Zm00021ab001100,pan_gene_84,1,Near-Core Gene,N
gmap_ID=chr1:3720632-3721116,pan_gene_85,1,Dispensable Gene,N
Zm00021ab001110,pan_gene_86,1,Core Gene,N
Zm00021ab001130,pan_gene_87,1,Core Gene,N
Zm00021ab001140,pan_gene_88,1,Core Gene,N
Zm00021ab001150,pan_gene_89,1,Core Gene,N
Zm00021ab001160,pan_gene_90,1,Core Gene,N
Zm00021ab001170,pan_gene_91,1,Core Gene,N
Zm00021ab001180,pan_gene_92,1,Core Gene,N
Zm00021ab001190,pan_gene_93,1,Core Gene,N
Zm00021ab001200,pan_gene_94,1,Core Gene,N
Zm00021ab001210,pan_gene_95,1,Core Gene,N
Zm00021ab001220,pan_gene_96,1,Core Gene,N
gmap_ID=chr1:3920894-3921229,pan_gene_97,1,Near-Core Gene,N
Zm00021ab001230,pan_gene_98,1,Core Gene,N
Zm00021ab001240,pan_gene_99,1,Dispensable Gene,N
Zm00021ab001250,pan_gene_100,1,Core Gene,N
Zm00021ab001260,pan_gene_101,1,Core Gene,N
Zm00021ab001270,pan_gene_102,1,Core Gene,N
Zm00021ab001280,pan_gene_103,1,Core Gene,N
Zm00021ab001290,pan_gene_108,2,Core Gene,Y
Zm00021ab001320,pan_gene_109,2,Core Gene,Y
Zm00021ab001350,pan_gene_110,1,Core Gene,N
Zm00021ab001360,pan_gene_113,1,Core Gene,N
Zm00021ab001370,pan_gene_114,1,Core Gene,N
Zm00021ab001380,pan_gene_115,1,Core Gene,N
Zm00021ab001390,pan_gene_116,1,Core Gene,N
Zm00021ab001400,pan_gene_117,1,Core Gene,N
Zm00021ab001420,pan_gene_118,1,Core Gene,N
Zm00021ab001430,pan_gene_119,1,Core Gene,N
Zm00021ab001440,pan_gene_120,1,Core Gene,N
gmap_ID=chr1:4579051-4580846,pan_gene_121,1,Near-Core Gene,N
Zm00021ab001450,pan_gene_122,2,Core Gene,Y
Zm00021ab001490,pan_gene_123,1,Core Gene,N
Zm00021ab001500,pan_gene_124,1,Core Gene,N
Zm00021ab001510,pan_gene_125,2,Core Gene,Y
Zm00021ab001530,pan_gene_126,1,Dispensable Gene,N
Zm00021ab001540,pan_gene_127,1,Core Gene,N
Zm00021ab001550,pan_gene_128,1,Core Gene,N
Zm00021ab001560,pan_gene_130,1,Core Gene,N
Zm00021ab001570,pan_gene_131,1,Core Gene,N
gmap_ID=chr1:5112229-5114162,pan_gene_132,1,Core Gene,N
gmap_ID=chr1:5144938-5146505,pan_gene_133,1,Core Gene,N
Zm00021ab001610,pan_gene_134,1,Core Gene,N
Zm00021ab001620,pan_gene_135,1,Core Gene,N
