gene,pan,copy,class,duplicate
Zm00025ab000040,pan_gene_2,1,Near-Core Gene,N
Zm00025ab000050,pan_gene_3,2,Near-Core Gene,Y
gmap_ID=chr1:231996-232758,pan_gene_4,1,Dispensable Gene,N
Zm00025ab000080,pan_gene_5,1,Near-Core Gene,N
Zm00025ab000100,pan_gene_7,1,Near-Core Gene,N
Zm00025ab000190,pan_gene_8,4,Core Gene,Y
Zm00025ab000170,pan_gene_9,6,Core Gene,Y
Zm00025ab000440,pan_gene_10,2,Core Gene,Y
Zm00025ab000200,pan_gene_11,2,Core Gene,Y
Zm00025ab000470,pan_gene_12,1,Core Gene,N
Zm00025ab000480,pan_gene_13,1,Core Gene,N
Zm00025ab000500,pan_gene_14,1,Core Gene,N
Zm00025ab000510,pan_gene_15,1,Core Gene,N
Zm00025ab000540,pan_gene_16,1,Core Gene,N
gmap_ID=chr1:1946924-1948551,pan_gene_17,1,Core Gene,N
gmap_ID=chr1:1949853-1959287,pan_gene_18,1,Core Gene,N
Zm00025ab000610,pan_gene_19,1,Core Gene,N
Zm00025ab000620,pan_gene_20,1,Core Gene,N
Zm00025ab000630,pan_gene_21,1,Core Gene,N
Zm00025ab000650,pan_gene_23,2,Core Gene,Y
Zm00025ab000680,pan_gene_24,1,Core Gene,N
Zm00025ab000730,pan_gene_25,1,Core Gene,N
Zm00025ab000740,pan_gene_26,1,Core Gene,N
Zm00025ab000750,pan_gene_27,1,Core Gene,N
Zm00025ab000780,pan_gene_28,1,Core Gene,N
Zm00025ab000790,pan_gene_29,1,Core Gene,N
Zm00025ab000800,pan_gene_30,1,Core Gene,N
Zm00025ab000810,pan_gene_31,1,Core Gene,N
Zm00025ab000830,pan_gene_32,1,Core Gene,N
Zm00025ab000840,pan_gene_33,1,Core Gene,N
Zm00025ab000870,pan_gene_35,1,Near-Core Gene,N
Zm00025ab000880,pan_gene_36,1,Core Gene,N
Zm00025ab000890,pan_gene_38,1,Core Gene,N
Zm00025ab000900,pan_gene_39,1,Core Gene,N
Zm00025ab000920,pan_gene_40,1,Core Gene,N
Zm00025ab000930,pan_gene_41,1,Core Gene,N
Zm00025ab000940,pan_gene_42,1,Core Gene,N
Zm00025ab000950,pan_gene_44,1,Core Gene,N
Zm00025ab000970,pan_gene_45,1,Core Gene,N
Zm00025ab000980,pan_gene_46,1,Core Gene,N
Zm00025ab001000,pan_gene_47,1,Core Gene,N
Zm00025ab001010,pan_gene_48,2,Core Gene,Y
Zm00025ab001030,pan_gene_49,1,Core Gene,N
Zm00025ab001040,pan_gene_50,1,Core Gene,N
Zm00025ab001050,pan_gene_51,1,Core Gene,N
Zm00025ab001060,pan_gene_52,2,Core Gene,Y
Zm00025ab001070,pan_gene_53,1,Core Gene,N
Zm00025ab001090,pan_gene_54,1,Core Gene,N
Zm00025ab001100,pan_gene_55,1,Core Gene,N
Zm00025ab001110,pan_gene_56,1,Core Gene,N
Zm00025ab001120,pan_gene_57,1,Core Gene,N
Zm00025ab001130,pan_gene_58,1,Core Gene,N
Zm00025ab001150,pan_gene_59,1,Dispensable Gene,N
Zm00025ab001160,pan_gene_60,1,Core Gene,N
Zm00025ab001170,pan_gene_62,1,Core Gene,N
Zm00025ab001180,pan_gene_63,1,Core Gene,N
Zm00025ab001190,pan_gene_64,1,Core Gene,N
Zm00025ab001200,pan_gene_65,1,Core Gene,N
Zm00025ab001210,pan_gene_66,1,Core Gene,N
Zm00025ab001220,pan_gene_67,1,Core Gene,N
Zm00025ab001240,pan_gene_68,1,Core Gene,N
Zm00025ab001250,pan_gene_69,1,Core Gene,N
Zm00025ab001270,pan_gene_70,1,Core Gene,N
Zm00025ab001290,pan_gene_71,1,Core Gene,N
Zm00025ab001310,pan_gene_72,1,Core Gene,N
Zm00025ab001320,pan_gene_73,1,Core Gene,N
Zm00025ab001330,pan_gene_74,1,Core Gene,N
Zm00025ab001340,pan_gene_75,1,Core Gene,N
Zm00025ab001350,pan_gene_76,1,Core Gene,N
Zm00025ab001360,pan_gene_77,1,Core Gene,N
Zm00025ab001370,pan_gene_78,1,Core Gene,N
gmap_ID=chr1:4283912-4285998,pan_gene_79,1,Dispensable Gene,N
Zm00025ab001380,pan_gene_80,1,Core Gene,N
Zm00025ab001390,pan_gene_81,1,Core Gene,N
Zm00025ab001400,pan_gene_82,1,Core Gene,N
Zm00025ab001430,pan_gene_83,1,Core Gene,N
gmap_ID=chr1:4404544-4404837,pan_gene_84,1,Near-Core Gene,N
Zm00025ab001480,pan_gene_85,1,Dispensable Gene,N
Zm00025ab001490,pan_gene_86,1,Core Gene,N
Zm00025ab001510,pan_gene_87,1,Core Gene,N
Zm00025ab001520,pan_gene_88,1,Core Gene,N
Zm00025ab001530,pan_gene_89,1,Core Gene,N
Zm00025ab001540,pan_gene_90,1,Core Gene,N
Zm00025ab001550,pan_gene_91,1,Core Gene,N
