gene,pan,copy,class,duplicate
Zm00029ab000060,pan_gene_1,1,Dispensable Gene,N
Zm00029ab000090,pan_gene_2,1,Near-Core Gene,N
Zm00029ab000100,pan_gene_3,1,Near-Core Gene,N
gmap_ID=chr1:290997-291759,pan_gene_4,1,Dispensable Gene,N
Zm00029ab000120,pan_gene_5,1,Near-Core Gene,N
Zm00029ab000140,pan_gene_7,1,Near-Core Gene,N
Zm00029ab000180,pan_gene_8,6,Core Gene,Y
Zm00029ab000170,pan_gene_9,5,Core Gene,Y
Zm00029ab000440,pan_gene_10,2,Core Gene,Y
Zm00029ab000190,pan_gene_11,2,Core Gene,Y
Zm00029ab000460,pan_gene_12,1,Core Gene,N
Zm00029ab000470,pan_gene_13,1,Core Gene,N
Zm00029ab000490,pan_gene_14,1,Core Gene,N
Zm00029ab000500,pan_gene_15,1,Core Gene,N
Zm00029ab000520,pan_gene_16,1,Core Gene,N
gmap_ID=chr1:3236067-3237694,pan_gene_17,1,Core Gene,N
gmap_ID=chr1:3238996-3248430,pan_gene_18,1,Core Gene,N
Zm00029ab000590,pan_gene_19,1,Core Gene,N
Zm00029ab000600,pan_gene_20,1,Core Gene,N
Zm00029ab000620,pan_gene_21,1,Core Gene,N
Zm00029ab000630,pan_gene_23,2,Core Gene,Y
Zm00029ab000670,pan_gene_24,1,Core Gene,N
Zm00029ab000690,pan_gene_25,1,Core Gene,N
Zm00029ab000680,pan_gene_26,1,Core Gene,N
Zm00029ab000700,pan_gene_27,1,Core Gene,N
Zm00029ab000760,pan_gene_28,1,Core Gene,N
Zm00029ab000770,pan_gene_29,1,Core Gene,N
Zm00029ab000790,pan_gene_30,1,Core Gene,N
Zm00029ab000800,pan_gene_31,1,Core Gene,N
Zm00029ab000820,pan_gene_32,1,Core Gene,N
Zm00029ab000830,pan_gene_33,1,Core Gene,N
Zm00029ab000850,pan_gene_35,1,Near-Core Gene,N
Zm00029ab000860,pan_gene_36,2,Core Gene,Y
Zm00029ab000880,pan_gene_37,1,Dispensable Gene,N
Zm00029ab000890,pan_gene_38,1,Core Gene,N
Zm00029ab000900,pan_gene_39,1,Core Gene,N
Zm00029ab000920,pan_gene_40,1,Core Gene,N
Zm00029ab000930,pan_gene_41,1,Core Gene,N
Zm00029ab000940,pan_gene_42,1,Core Gene,N
Zm00029ab000950,pan_gene_44,1,Core Gene,N
Zm00029ab000970,pan_gene_45,1,Core Gene,N
Zm00029ab000980,pan_gene_46,1,Core Gene,N
Zm00029ab001000,pan_gene_47,1,Core Gene,N
Zm00029ab001010,pan_gene_48,1,Core Gene,N
Zm00029ab001020,pan_gene_49,1,Core Gene,N
Zm00029ab001030,pan_gene_50,1,Core Gene,N
Zm00029ab001040,pan_gene_51,1,Core Gene,N
Zm00029ab001060,pan_gene_52,2,Core Gene,Y
Zm00029ab001070,pan_gene_53,1,Core Gene,N
Zm00029ab001090,pan_gene_54,1,Core Gene,N
Zm00029ab001100,pan_gene_55,1,Core Gene,N
Zm00029ab001110,pan_gene_56,1,Core Gene,N
Zm00029ab001120,pan_gene_57,1,Core Gene,N
Zm00029ab001140,pan_gene_58,1,Core Gene,N
Zm00029ab001150,pan_gene_59,1,Dispensable Gene,N
Zm00029ab001160,pan_gene_60,1,Core Gene,N
Zm00029ab001170,pan_gene_62,1,Core Gene,N
Zm00029ab001190,pan_gene_63,1,Core Gene,N
Zm00029ab001200,pan_gene_64,1,Core Gene,N
Zm00029ab001210,pan_gene_65,1,Core Gene,N
Zm00029ab001230,pan_gene_66,1,Core Gene,N
Zm00029ab001240,pan_gene_67,1,Core Gene,N
Zm00029ab001250,pan_gene_68,1,Core Gene,N
Zm00029ab001260,pan_gene_69,1,Core Gene,N
Zm00029ab001270,pan_gene_70,1,Core Gene,N
Zm00029ab001280,pan_gene_71,1,Core Gene,N
Zm00029ab001300,pan_gene_72,1,Core Gene,N
Zm00029ab001310,pan_gene_73,1,Core Gene,N
Zm00029ab001320,pan_gene_74,1,Core Gene,N
Zm00029ab001330,pan_gene_75,1,Core Gene,N
Zm00029ab001340,pan_gene_76,1,Core Gene,N
Zm00029ab001360,pan_gene_77,1,Core Gene,N
Zm00029ab001370,pan_gene_78,1,Core Gene,N
Zm00029ab001390,pan_gene_79,2,Dispensable Gene,Y
Zm00029ab001400,pan_gene_80,1,Core Gene,N
Zm00029ab001410,pan_gene_81,1,Core Gene,N
Zm00029ab001420,pan_gene_82,1,Core Gene,N
Zm00029ab001440,pan_gene_83,1,Core Gene,N
gmap_ID=chr1:5719032-5719325,pan_gene_84,1,Near-Core Gene,N
gmap_ID=chr1:5797291-5797803,pan_gene_85,1,Dispensable Gene,N
Zm00029ab001480,pan_gene_86,1,Core Gene,N
Zm00029ab001490,pan_gene_87,1,Core Gene,N
Zm00029ab001510,pan_gene_88,1,Core Gene,N
Zm00029ab001520,pan_gene_89,1,Core Gene,N
Zm00029ab001530,pan_gene_90,1,Core Gene,N
Zm00029ab001540,pan_gene_91,1,Core Gene,N
Zm00029ab001550,pan_gene_92,1,Core Gene,N
Zm00029ab001560,pan_gene_93,1,Core Gene,N
Zm00029ab001580,pan_gene_94,1,Core Gene,N
