gene,pan,copy,class,duplicate
Zm00022ab000070,pan_gene_1,1,Dispensable Gene,N
Zm00022ab000100,pan_gene_2,1,Near-Core Gene,N
Zm00022ab000110,pan_gene_3,1,Near-Core Gene,N
gmap_ID=chr1:243334-244096,pan_gene_4,1,Dispensable Gene,N
Zm00022ab000120,pan_gene_5,1,Near-Core Gene,N
Zm00022ab000140,pan_gene_7,1,Near-Core Gene,N
Zm00022ab000180,pan_gene_8,3,Core Gene,Y
Zm00022ab000170,pan_gene_9,5,Core Gene,Y
Zm00022ab000410,pan_gene_10,2,Core Gene,Y
Zm00022ab000190,pan_gene_11,2,Core Gene,Y
Zm00022ab000420,pan_gene_12,1,Core Gene,N
Zm00022ab000430,pan_gene_13,1,Core Gene,N
Zm00022ab000450,pan_gene_14,1,Core Gene,N
Zm00022ab000460,pan_gene_15,1,Core Gene,N
gmap_ID=chr1:3136781-3139853,pan_gene_16,1,Core Gene,N
gmap_ID=chr1:3314437-3316064,pan_gene_17,1,Core Gene,N
Zm00022ab000520,pan_gene_18,1,Core Gene,N
Zm00022ab000530,pan_gene_19,1,Core Gene,N
Zm00022ab000540,pan_gene_20,1,Core Gene,N
Zm00022ab000550,pan_gene_21,1,Core Gene,N
Zm00022ab000570,pan_gene_23,3,Core Gene,Y
Zm00022ab000610,pan_gene_24,1,Core Gene,N
Zm00022ab000620,pan_gene_25,1,Core Gene,N
Zm00022ab000630,pan_gene_26,1,Core Gene,N
Zm00022ab000650,pan_gene_27,1,Core Gene,N
Zm00022ab000700,pan_gene_28,1,Core Gene,N
Zm00022ab000710,pan_gene_29,1,Core Gene,N
Zm00022ab000720,pan_gene_30,1,Core Gene,N
Zm00022ab000730,pan_gene_31,1,Core Gene,N
Zm00022ab000740,pan_gene_32,1,Core Gene,N
Zm00022ab000750,pan_gene_33,1,Core Gene,N
gmap_ID=chr1:4371866-4372183,pan_gene_34,1,Dispensable Gene,N
Zm00022ab000770,pan_gene_35,1,Near-Core Gene,N
Zm00022ab000800,pan_gene_36,2,Core Gene,Y
Zm00022ab000820,pan_gene_38,1,Core Gene,N
Zm00022ab000830,pan_gene_39,1,Core Gene,N
Zm00022ab000840,pan_gene_40,1,Core Gene,N
Zm00022ab000850,pan_gene_41,1,Core Gene,N
Zm00022ab000860,pan_gene_42,1,Core Gene,N
Zm00022ab000870,pan_gene_43,1,Dispensable Gene,N
Zm00022ab000880,pan_gene_44,1,Core Gene,N
Zm00022ab000900,pan_gene_45,1,Core Gene,N
Zm00022ab000910,pan_gene_46,1,Core Gene,N
Zm00022ab000920,pan_gene_47,1,Core Gene,N
